Package Name,Reviewer Name,Review,Rating
exodusmovement.exodus,marwan awad,Nice people wonderful service,5
exodusmovement.exodus,Ukpa Nazaro,"Very good,safe and secure I lost my 12phrase",5
exodusmovement.exodus,Folahan Olujumu,great,5
exodusmovement.exodus,Matt Thomas,Great wallet,5
exodusmovement.exodus,clyde johan Dosdos,Very good apps,5
exodusmovement.exodus,brian willis,"Big mistake. Funds just seemed to disappear when I made deposits to pay for Transaction gas fees. And swaps, forget about that. Exodus just says ""refresh your wallet"" when I reach out for help. Coinbase was so much easier, more intuitive. I want to migrate from Exodus back to Coinbase, but that doesn't seem possible. My crypto is stuck and I suddenly can't access it.",1
exodusmovement.exodus,Scott O,What happened to the chart for my portfolio is doing? Now it just shows what percentage each coin is of my total portfolio. I preferred the chart to track the performance of my portfolio.,4
exodusmovement.exodus,Shaban Khan,Nice,5
exodusmovement.exodus,Alternative life style,Beware is risky wallet to use doesn't let you import your seed phrase or make a new one with them. Once you download the app they never give you a seed phrase beware..can. Be a rugg pull later on.,1
exodusmovement.exodus,Jason,It is easy to use and has given me privacy and freedom. Thank you!,5
exodusmovement.exodus,Ntokozo Masuku,It a good app,4
exodusmovement.exodus,Tijerin Sanz,Nice,5
exodusmovement.exodus,Kanwar Muhammad Junaid,its amazing,5
exodusmovement.exodus,Angel Gonzalez,"What's the problem with solana in the app? I cant withdraw any solana I updated the app and nothing. It seems locked, the transactions keep ""failing"". I installed the app on a different phone to see if it was a phone issue and now it says balance of 0 solana after I restored my wallet. What's going on? You cant blame the solana network because I tried it on coinbase and everything worked fine. I was able to buy some and send it to a different wallet with coinbase. Will change review once fixed.",5
exodusmovement.exodus,Syndey Morros,Lovely,5
exodusmovement.exodus,no no,"Easy to understand so, far",5
exodusmovement.exodus,Guy Fawkes,Best wallet,5
exodusmovement.exodus,Joshua igodo,Great 😃,4
exodusmovement.exodus,Partha Shah,I have Samsung S 24 ULTRA. App not working or opening.,1
exodusmovement.exodus,Rafael Jose Frias De Jesus,"Not recommend i deposited 10usdt but to withdraw 9 i need to recharge 150 an that they didn't told before wen i clicked on deposit F++++++++++ don't give less starts cause i can't. Network fee is one thing but force to buy ""MATIC"" for a transaction on the same network i received a transaction is SCAM",1
exodusmovement.exodus,Nick Reguyal,So far so good,5
exodusmovement.exodus,Sirkings Gmb,So far so good.,3
exodusmovement.exodus,Ogbondah Anwuri,It's good,5
exodusmovement.exodus,Obi Nna,I'm happy over since I started using this wallet I never experience any issues thank you,4
exodusmovement.exodus,Minsa Nor,Nice,5
exodusmovement.exodus,Praveen Das,Simple and humble,5
exodusmovement.exodus,James Morris,You'll just have to find out.,1
exodusmovement.exodus,Rainier Salcedo,Is an amazing app! Very simple and intuitive.,4
exodusmovement.exodus,Jayden Dawe,Great crypto wallet app love how it pairs seemlessly with my trazor,5
exodusmovement.exodus,kiss kiss fox,Good,5
exodusmovement.exodus,Mohammad Rizwan,Smooth,5
exodusmovement.exodus,CARLO Gaming,Best Crypto App,5
exodusmovement.exodus,Ftyhhgg Fryjjgg,Very good but I'd give 5 stars only if open source,4
exodusmovement.exodus,raulmiguelp,Super Friendly and easy to understand,5
exodusmovement.exodus,Sonet Repercussion,doesn't show you fees when swapping your coins,1
exodusmovement.exodus,Alfred Lobo,Great app but there should be more clarity in the crypto you own in the portfolio section rather than showing the ones you don't own along with the ones you do own,4
exodusmovement.exodus,Bala Ji,Nice,5
exodusmovement.exodus,Simon ROBIN,"I have entered my secret phrase without any mistakes and at the last page, there is no more button to go further! Therefore I cannot retrieve my wallet. Awesome !!! Thank you for your reply. I managed to log in with the desktop. I guess there is a bug in the app. Because all the words were correct (I did a mistake the first time and I saw the word in red, I corrected it then there were all good but no more step. I closed and restarted. Same issue).",3
exodusmovement.exodus,Md.Haider Ali,Good,5
exodusmovement.exodus,Junior Primeau,I do not recommend using this Wallet at all for a hot wallet stick with Metamask. I have been reporting a bug with their Web3 Wallet for a week now and no one is giving me an update. My funds are stuck in one the the DApps. This is what happens when your code is not open-source. I will probably loose the funds because of liquidation. THANKS Exodus,1
exodusmovement.exodus,Alan Austin,"Support isn't very good. Beware of ""Swap"" function as it is is administered by 3rd party and isn't responsive at all if something happens.",2
exodusmovement.exodus,WALKNTALK187,"It's pretty good. Never crashing, no lag, secure. Easy to access. Like it a lot",5
exodusmovement.exodus,James Bishop,Great app for storing crypto.,5
exodusmovement.exodus,BEI ZANI,Yeah good working,3
exodusmovement.exodus,Mike T,It's would be way better if the minimum was lower. Or you could use some of the coin your trying to transfer as some gas if you dont have anymore of it.,3
exodusmovement.exodus,Kenaz Jrauc,Exceptional transfer speed,5
exodusmovement.exodus,Michael Godwin,Very Good,5
exodusmovement.exodus,ALEC Mackie,"Great app, the best",5
exodusmovement.exodus,kyle miller,App looks nice. But operates like trash. Doesn't show popular coins infomation,1
exodusmovement.exodus,Kelechi Egwim,"Uses Moonpay, which makes it hard to withdraw directly into your bank account. So you have to transfer to an external app to get cash.",3
exodusmovement.exodus,Jose Cruz,Excellent,5
exodusmovement.exodus,Dinero MindBodySoul,Dope build and functionality,4
exodusmovement.exodus,Shabab Haider,Very Good,3
exodusmovement.exodus,Rokas Rub,I hate that you need refresh to see ur balance and swaps minimum is too high,4
exodusmovement.exodus,Marion Coleman,"As a senior citizen using Exodus for the 1st time, I was able to navigate through it very well.",5
exodusmovement.exodus,Md Jibon,Nice,5
exodusmovement.exodus,Jiejane Carag,Why i cant recieve my Bitcoin on exodusc. Can someone enlighten me Coz im a first timer here thankyou,4
exodusmovement.exodus,MOLU TRAPER,"very safe to keep crypto, expensive cost of swap",5
exodusmovement.exodus,Robert Shears,"It's been real helpful, getting out of dark and hard times",5
exodusmovement.exodus,Sandra jay,Three Star first,3
exodusmovement.exodus,B. SMILEY III,"Be careful using this. Swapped BTC to Ethereum. It swapped it to ETH BNB. Now I can't do anything with my ETH because I need BNB for the fee, and it won't let me swap to any BNB because I need BNB for the fee. It's ridiculous. Tried contacting customer service, which was supposed to be a human, and got a bot message, and never heard from them when I tried to reply (like it said I can do). Incredible",2
exodusmovement.exodus,Pavel Kisialevich,I propose using new API for biometric authentication,4
exodusmovement.exodus,Ashwin A,The app is really good with its UI and safety but recently I have alot of my funds lost in the blockchain and is In pending status. I am unable to retrieve the funds and the team takes alot time to reply or help with the issue .,4
exodusmovement.exodus,Frank Junior,ASAP,5
exodusmovement.exodus,LegendOfArkan,Great overall takes less than 1 min for me when I send crypto I love the swiping future it's very helpful and it's very secure and easy interface loved it 5 ⭐⭐⭐⭐⭐ + definitely 😄 thank you for your response exodus team best regards arkan.,5
exodusmovement.exodus,-d'skies-,"All I Have To About This App, Is... Welcome To The Digital World Of Currency$€",5
exodusmovement.exodus,famouscarman hoodgals,great tell everybod,5
exodusmovement.exodus,Moofficer,unclear and slow app.,1
exodusmovement.exodus,Jawkneebee,So far so good 👍,5
exodusmovement.exodus,Morata toboy,Nice,4
exodusmovement.exodus,Sultan100,Nice,5
exodusmovement.exodus,Ben Iwan,Been good but I know others you use only exodus,5
exodusmovement.exodus,Kaleb Armstrong,"So far, so good.",5
exodusmovement.exodus,Crypto N Coffee,The interface is easy to navigate. There are no issues for a beginner.,5
exodusmovement.exodus,Ali Sher,"Easy to use, no confusions, Good portfolio tracking",5
exodusmovement.exodus,Harsh Bohra,Nicr,5
exodusmovement.exodus,Isaac Johnson,25% fee is absolutely insane bought $80 and after transfer $60 super scam,1
exodusmovement.exodus,gefferson,Great secure wallet a must have for anyone holding crypto and wants to keep it in a safe place,5
exodusmovement.exodus,Paul Clarkson,"Great soft wallet with a good collection of tokens, awesome UI, and easy wallet management",5
exodusmovement.exodus,Miracle eguaoba,Amazing,5
exodusmovement.exodus,Lol Xd,decent,3
exodusmovement.exodus,Shubham Roy,Good,3
exodusmovement.exodus,Leeroy Mukarati,Usefull,5
exodusmovement.exodus,L Berlen,"Exodus over Coinbase. Ease of use, cost, and wait time for sending is minutes, not days like Coinbase",5
exodusmovement.exodus,Steven Gigliotti,Minimum amount to swap btc to sol is 307$. 307$ of btc and they only gave me 288$ of sol. Thats some crazy minimums and some crazy gas fees at the same time. More than a foreign currency trader would charge to swap dollars into anything else in the world.,2
exodusmovement.exodus,M S,"DO NOT TRUST THIS APP. I Had thousands of dollars of crypto stolen from my Exodus wallet only weeks after first using it. Of course, they can do nothing to help.",1
exodusmovement.exodus,Avenger Omobude,Cool,4
exodusmovement.exodus,Approved Payment,I swear to God I love using Exodus 💯🥰✅,5
exodusmovement.exodus,Argent Light,"Does not work with Solana. Exodus issues patch after patch all while blaming Solana. I have 3 other wallets that are working just fine on Solana. this wallet is a pos and will lock up your coin so you can't access it for days at a time. Plenty of other good wallets out there, stay away from this one. Oh, and their support is a joke, takes days to get canned responses from them.",1
exodusmovement.exodus,Ezinna Onaga,Nice,3
exodusmovement.exodus,J. Aaron Goodwin,Used to love exodus until they started scamming my dad. He's had a swap between sol and bonk that's been frozen for over a week. I will warn everyone I know not use or swap on exodus unless this issue is resolved immediately!!,1
exodusmovement.exodus,Rashid Soufizadeh,"Easy to use and safe app, good app for holding assets",5
exodusmovement.exodus,Ahmed Magdi,Good,3
exodusmovement.exodus,Claire Adamson (ClaireBear),Smooth UI operation : beautiful and useful design.... 🖤💯💪🏾... Awesome wallet features.....,4
exodusmovement.exodus,LaMont Moore,Attempted to restore my wallet app with my 12 word phrases. After restoration NONE OF MY TOKENS WERE AVAILABLE ZERO BALANCE!!! They want to say you input the wrong phrases!! BUT I KNOW MY 12 WORDS ARE CORRECT!!! THIS APP IS SKETCHY... particularly with BSV!! I DON'T TRUST THESE PEOPLE...THEY WILL STEAL YOUR MOST VALUABLE TOKENS!! ...BSV IS EXTREMELY VALUABLE AND THEY WANT TO STEAL IT!!!! DO NOT USE THIS APP!!!,1
exodusmovement.exodus,Jurijs Kastanovs,"Great wallet, but would really love some more web3 capabilities in it and cheaper swaps. E.g. on Solana I'm looking to be able to stake my NOS tokens and use Jupiter swap for smooth speeds and great fees. UPD: I found that it's possible to use Jupiter from the web3 tab in the wallet. But connecting to many dapps is still impossible (as mentioned above with some token staking). Also burner subwallets is something to be added. Thanks!",4
exodusmovement.exodus,Mr. Nick,"Simple, fast and easy... love it.. Update: after Update app became very slow. You click and wait 20sc to appear in the screen.",5
exodusmovement.exodus,Mark james Riedl,A very easy and intuitive wallet to use with great support,5
exodusmovement.exodus,Ruan Freitas,"I like it, even though is a little slower than other wallets",4
exodusmovement.exodus,Deep Nature,"I can't sell, I can't convert. It's one of the worst walled I ever had",1
exodusmovement.exodus,Larry Waltstremski,Great Crypto wallet,5
exodusmovement.exodus,Progress Saturday akata,I would have loved to send and received crypto in this app,5
exodusmovement.exodus,Solemn Journey,"Now Moses was tending the flock of Jethro his father-in-law, the priest of Midian, and he led the flock to the far side of the wilderness and came to Horeb, the mountain of God. -Exodus 3:1",5
exodusmovement.exodus,joseph kamanya,Safe and good walllet,5
exodusmovement.exodus,Huncho Marc Bright,Reliable and accurate,3
exodusmovement.exodus,Obed Prince,Such a beautiful and wonderful way of transacting,5
exodusmovement.exodus,brinsley tidyman,☝️☝️,5
exodusmovement.exodus,Jonathon Howe,"It's pretty good. A little clunky to navigate in the beginning, and maybe a little clunky to navigate afterwards actually. Very clean design, easy to use.",3
exodusmovement.exodus,Neima Temam,"I love it so much , thankyou for supporters",5
exodusmovement.exodus,Lone Wolf,The best wallet in the whole world,5
exodusmovement.exodus,Nolen Rasberry,Great wallet to have I've used them for awhile now but all the sudden the screen doesn't fit my Samsung tablet so i can hardly read my coins graphs and stuff. Please fix this issue.,4
exodusmovement.exodus,Alwin Longue,Very good app,5
exodusmovement.exodus,Bryan Carl Fronda,great wallet. just hope they added a withdrawal passcode for extra layer of security,3
exodusmovement.exodus,Hanzala basit,SUCH A GOOD APP,5
exodusmovement.exodus,Sanpreet Kaur,Very nice crypto app,5
exodusmovement.exodus,Chinedu osegbu,"Commission fee is too high and it's so so absurd. I have $13.98 worth of tron but the maximum amount I was able to send was 13.81, the Commission fee is simply too ridiculous 💔",3
exodusmovement.exodus,Alman Beckford,"I really don't uñderstand anything on here anymore when I first got here two years ago it was easy to understand, not any more.",3
exodusmovement.exodus,Amata Sora,Unavailable in my country.,1
exodusmovement.exodus,Martha Alao,I love this App,5
exodusmovement.exodus,Leoni Lima,Amazing.,5
exodusmovement.exodus,Aiden Charlie,Working very perfect and very easy to use,5
exodusmovement.exodus,Alexei Watson,I mean it's good and it works but why can't I chart my portfolio?,4
exodusmovement.exodus,Ian Stewart,Like it because it works with many currencies including ltc. Only downside is you can't generate new addresses easily. The only way to get a new address is to wipe data for the entire wallet and start over.,4
exodusmovement.exodus,Harry T,It's a good thing to have a portfolio I trust and Exodus is looking good 👍,5
exodusmovement.exodus,kiko 333,Good,5
exodusmovement.exodus,Nikz ee,Pixal7 exodus is great,5
exodusmovement.exodus,Mirack Emmanuel,Looking good,4
exodusmovement.exodus,Harold Engberg,How much are transfer fees come on,4
exodusmovement.exodus,Karthik B,Awesome,5
exodusmovement.exodus,cafe100 mph,Been using it for years. Best wallet I've tried.,5
exodusmovement.exodus,MCLB,Great wallet and support,5
exodusmovement.exodus,Wayne Bundza,Unable to find wallet address.,5
exodusmovement.exodus,Hadi,I loved ♥️,5
exodusmovement.exodus,Naveen K Mahendra,"High fee. Lack of transparency. App doesn't show fee that is charged for transfer to different wallet and swaps. I tried swapping 20K USD worth of BTC with with usdt and the fee ~400usdt + ~600usdt exodus charged. In total I paid ~1000usdt for 20k worth of BTC swap with usdt. Same amount of BTC on Trust wallet is ~120 usdt. I moved my coins to a different wallet and got rid of this app. For the last time, I paid the high fee to transfer my coins though. It's a rip off.",1
exodusmovement.exodus,Jeff Weingarten,"There aren't many safeguards for sending crypto, and they allow ""NFT"" scam drops without any warning that these drops aren't affiliated with Exodus. I assumed the drops were part of the wallet, and lost a lot of money. I'd never use this wallet.",1
exodusmovement.exodus,precious snr,"Please I don't know what's wrong, my shiba inu coin just disappeared from my wallet without any trace. I don't know what's wrong please bring back my coin.",1
exodusmovement.exodus,carls Inquest,Fantastic,4
exodusmovement.exodus,Shaan chandra,Good,5
exodusmovement.exodus,Jon Haustram,Horrible!!! Can't send monero only receive now I lost over 100 dollars!!!!,1
exodusmovement.exodus,Aleksandre Alexanyan,Cool,5
exodusmovement.exodus,SUBHAM GAMING,Nic,5
exodusmovement.exodus,Jeffrey Hardy,"They won't release or let you cash out any crypto! They put you through a series of B.S. to ""verify"", even though you've already done it before, there isn't Any place to put in another account. If your ETH Is low and you don't have enough to ""cash out"" you must buy more and that's a nightmare, they basically, don't want you to have access to the money! I have a family emergency and can't cash out anything! Avoid them! I'll update once I recieve my funds! Or have to get an attorney! Unbelievable",1
exodusmovement.exodus,Lady Boner69,"Fees are too expensive. Been using exodus over 5 years. I moved a tiny amount of ETH into exodus and once it was received, then my money immediately got sent to another wallet. So I believe my wallet was compromised. Though, it's not a big loss, but exodus is not the safest. I rather stick to a cold storage wallet with multiple layer of security from now on.",2
exodusmovement.exodus,Sam Ridgewood,Very easy and reliable,5
exodusmovement.exodus,Diphapang Motholo,Great app,4
exodusmovement.exodus,arash afshar,Safe and fast,5
exodusmovement.exodus,Matthew Zrelak,Give me a step by step on how to view the portfolio total balance over the past few years or I'm moving my money into Robinhood. Step by step. 1 - 2 - 3 Explain steps or why you do not offer this fundamental feature anymore.,2
exodusmovement.exodus,Carol Gesami,Great all in one crypto app,5
exodusmovement.exodus,Bracala 025,Dobar novcanik lak za koriscenje,5
exodusmovement.exodus,Tara Brown,This is best app for everything crypto-,5
exodusmovement.exodus,Buddika Prasanna,Very Good,5
exodusmovement.exodus,Khalid Mogalli,You guys been working on trying to fix bitcoin s v support. Fix it. Don't just leave a message. Fix it. Also don't like the spiked up fees for releasing or retrieving earnings from staking. The fees are so high it's not even worth it.,1
exodusmovement.exodus,Chris Hayes,"Easy to use, visually pleasing, can stake",5
exodusmovement.exodus,Lee J.,The best and most user friendly non-KYC hot wallet where you alone hold your own keys to it.,5
exodusmovement.exodus,Gerard Baluyot,Love it,5
exodusmovement.exodus,Feargod Ezeh,it's really amazing,1
exodusmovement.exodus,damaine farquharson,I can't sell to get out 110 and can't get it out .people beware .,1
exodusmovement.exodus,J s,Simple reliable.,5
exodusmovement.exodus,Derrick Johnson,Very good and friendly,4
exodusmovement.exodus,Onome Lydia,The best crypto wallet ever. In fact I'm short of words. There support is top notch. I'll pick Exodus a million times over other wallet apps.,5
exodusmovement.exodus,UKAVWE PROSPER,I love this app,5
exodusmovement.exodus,Anton Mironov (Mort),Dobra aplikacija,5
exodusmovement.exodus,mesi Asea,"👌 👍 super beautiful, love it...",5
exodusmovement.exodus,Adrian Sykes,So far so good..,3
exodusmovement.exodus,Okey Umeano,I like exodus but it opens quite slowly,4
exodusmovement.exodus,Gareth Sheridan,Amazing app clean and simple,5
exodusmovement.exodus,Nosa Amadin,"Though exodus is a crypto wallet you can purchase and sell some of the cryptocurrency in exodus wallet, this is one of the most reason I like it.",3
exodusmovement.exodus,Leah Koertig,"Great app, very fast and accurate in enhancing transactions",5
exodusmovement.exodus,Mohammed Isfaque,Good,5
exodusmovement.exodus,Bedanta Dey,Takes way too long to load.,3
exodusmovement.exodus,Thabang Kholoanyane,Great wallet,5
exodusmovement.exodus,victor ugwa,Good,5
exodusmovement.exodus,Jonathon Engel,"Decent app, I just hate developers that beg for reviews.",1
exodusmovement.exodus,C/raxmaan ismail,It's good for anyone thanks,4
exodusmovement.exodus,Tony Caulder,Better than Coinbase!,5
exodusmovement.exodus,Antonio U,"Wallet gets hacked with ease. Crypto drained in seconds after receiving.They say it is never their fault, don't want to take blame. Horrible wallet",1
exodusmovement.exodus,Timothy Okonkwo,Good wallet to keep your tokens trust me wen I say this,4
exodusmovement.exodus,Nnamani Austin,Very good,5
exodusmovement.exodus,Chukwuemeka Kalu,Idk why it keeps lagging on my phone,4
exodusmovement.exodus,Proclivities,👍👍👍👍👍,5
exodusmovement.exodus,Sumit,App is pretty good need to changes something,3
exodusmovement.exodus,Chris “motochris09” D,Horrible app will not let you withdraw funds without a headache I tried depositing $150 to buy some coins and I can't even buy anything because it requires a minimum of $169 and then on top of that I have to deposit another minimum of $50 to withdraw my money to my card if I could give this app a zero out of 10 I would do not download this app unless you want to be annoyed I tried customer service and when I type out the message it won't send so here I am leaving this review.,1
exodusmovement.exodus,Arsalan Jamshidi,It is very easy and simple to work with,5
exodusmovement.exodus,aliasgar dhanwala,Nice,5
exodusmovement.exodus,Arvin Perce,Good apps for crypto lover,4
exodusmovement.exodus,yosi shiff,It can't sell crypto in NYC....,1
exodusmovement.exodus,MeYsa SkinZo,Just best one ✨✨ Just try it & love it,5
exodusmovement.exodus,Catalin,Not secure. Just had my wallet drained of thousands. No notification. They have been hacked.,1
exodusmovement.exodus,Dianne Ringstaff,Should have a user name and password in order to know if you're seeing your account,3
exodusmovement.exodus,Jeff Richards,"Was looking good until recently. But for the last couple weeks, I'm no longer able to see my Trezor Model T data. Exodus knows it's there, just has the data fields greyed out with ""Loading..."" stuck in the top circle. Tried all the usual, including full reinstall. Pixel 8 Pro, all updates etc. Exodus on desktop (Linux) shows this without issue. Thoughts?",4
exodusmovement.exodus,Peace Kelley porter,I love it,5
exodusmovement.exodus,Eric m,5 stars,5
exodusmovement.exodus,Hayk Galstyan,I just wanted to exchange some BTC to USDT to get it out. It defaulted to BSC USDT and now It says I have to buy BNB to take it out. Very scammy behavior.,1
exodusmovement.exodus,Das Raupi,I really liked the app. But since the last update the background and numbers are in different shades of white which isn't just almost unreadable it's also really annoying. I also can't change it. I really miss the black layout,2
exodusmovement.exodus,Michael Camacho,The easiest wallet web3 integration seamless,5
exodusmovement.exodus,Brody Hoyle,Very easy to use. And the food was amazing,5
exodusmovement.exodus,Kartik Bhardwaj,Nice app..just keep it like this..,5
exodusmovement.exodus,Alan Boom Stick,Its pretty good,3
exodusmovement.exodus,Rodney Phenis,It's great,5
exodusmovement.exodus,Paddy Off-Race,Cool,5
exodusmovement.exodus,J G,These guys are crooks! There charging 500usd for swaps!!! Sometimes without telling u!! There balances are also different from balances showing on another app!! Stay away,1
exodusmovement.exodus,Prosper Omuko,Love it,5
exodusmovement.exodus,Reyhaneh Mhdr,Best wallet in the now,4
exodusmovement.exodus,Mutari hassan,I love it,5
exodusmovement.exodus,Nkateko Vuma,"Great app😀.. might I ask , is there a withdrawal option for ZAR currency into bank account",5
exodusmovement.exodus,Christopher Applegate,Works good,5
exodusmovement.exodus,Soumya,"So User Friendly, really I love it",5
exodusmovement.exodus,Felix Hausiku,Great...,5
exodusmovement.exodus,Samara Cinders,"App says purchasing is a minimum of $30 for anything, but then it redirects you to a Moonpay website that says most are at minimum $70, and one or two that state even more for minimum purchases.",1
exodusmovement.exodus,Ķett Bakuvi,Be careful guys I made a mistake connecting Gain Plus to my wallet and that's when it all of Exodus is just lagging and won't allow me to do anything.,3
exodusmovement.exodus,Sujit Jha,Better than Trust Wallet,5
exodusmovement.exodus,Vsevolod Pollak,Build for people and really works without any seeing bugs. Good job guys,5
exodusmovement.exodus,Elon Musk,🥰,2
exodusmovement.exodus,Hardik Marwah,Nice,5
exodusmovement.exodus,shrek best,Good,5
exodusmovement.exodus,Rob Marino,Great wallet and easy to use.,5
exodusmovement.exodus,Anand Anand,Rlly good,5
exodusmovement.exodus,Ankur Tyagi,Looks perfect to me,5
exodusmovement.exodus,Emeke Precious,Cool,5
exodusmovement.exodus,Reed Roberts,Not worth talking about it,1
exodusmovement.exodus,Conrad D'Cruz,Good so far. I will update after I have had a chance to test out all features,4
exodusmovement.exodus,Ken Mathews,It's really nice with an effective customer service willing to help out,5
exodusmovement.exodus,Steven Robinson,it's a little different from other exchanges and like it . cool for now.,5
exodusmovement.exodus,Jxnahs,BETTER THAN TRUST WALLET 🤡,5
exodusmovement.exodus,Idorenyin Udoenoh,Amazing,5
exodusmovement.exodus,Aleksandar Marinkovic,Full,5
exodusmovement.exodus,Sheldon Nolan,Not bad so far,4
exodusmovement.exodus,Joshua Dizon,Try this apps and earn it!!,5
exodusmovement.exodus,Daniel Cox,"I really like exodus. I would like more features though. Does very well with the primary purpose of being a wallet, but more features, security, analysis, + log keeping. I would like to see how much gain/loss on entry + exit, a cleaner view of the logs rather than a big string of rewards + deposits. Analysis, stacking coin charts over other coin charts. Better growth view of the total wallet. Security: Providing 2step verification, authenticator for withdrawaling crypto outside of the wallet.",4
exodusmovement.exodus,S A,ouch my eyes. night mode would be great.,3
exodusmovement.exodus,Testimony Israel,"Is a nice app, u need to download it and save ur coins.",5
exodusmovement.exodus,Engr Vincent,Very good,5
exodusmovement.exodus,Ken,The ease of use is u surpassed highly recommend,5
exodusmovement.exodus,༄Indian Gᴀᴍᴇʀ࿐,Good,4
exodusmovement.exodus,Ekemini Emmanuel,Very fast,5
exodusmovement.exodus,Worst N33T,Very reliable,5
exodusmovement.exodus,IZUCHUKWU EZE,How can I deposit in this app,3
exodusmovement.exodus,John Stern,Improve your customer support!,3
exodusmovement.exodus,Rose Davidson,Great,5
exodusmovement.exodus,Keenan Jones,Easy to exchange not much of explaining to do on how to it's pretty self explanatory,5
exodusmovement.exodus,Jay Mccormick,Even though the funds are still missing thanks for helping me track it down and concluding how i was breach i will no longer have this email 🍻,5
exodusmovement.exodus,Helen Vogel,The overall experience is good but the fees is but more as compared to trust wallet,4
exodusmovement.exodus,Juan José Rodríguez González,Good app,5
exodusmovement.exodus,ISAAC H WASHINGTON SR,Amazing!!!,5
exodusmovement.exodus,Cooper Sun,There is an issue is when I try to sell crypto for cash I don't know why but the assets just got vanished that's why I cannot sell crypto is here.,3
exodusmovement.exodus,Smith scot,Cool,5
exodusmovement.exodus,animatrix,Very buggy keeps resetting wallet sync,1
exodusmovement.exodus,The Smart Phone,Great UI design of DEX,5
exodusmovement.exodus,Thomas J “MrBaBam” Hayes,It's a pretty good wallet everything's all in one app my only issue is from time to time and just randomly closes in the middle of things that could be problematic especially in the middle of a swap or something,4
exodusmovement.exodus,Arinze Awolo,Best amongst the best .. Greatest amongst the greatest.. I love this app,5
exodusmovement.exodus,Tom Tylor,Helpful,5
exodusmovement.exodus,joel eaton,I cant even download it,1
exodusmovement.exodus,Smokey Buds,Love it,5
exodusmovement.exodus,Hendrik Elia,Best app thank you,5
exodusmovement.exodus,ararebreed jones,"Mobile app Profile stuck on ""Loading..."" I've emailed Exodus to make them aware and they just keep telling me to do the same thing, send a screen shot of my issue. I've done that, and they never responded to assist me further, it's like, they DONT want to fix the issue???! @Exodus dont reply asking me to send my concern to so and so, I've already done that through several emails, and you guys still haven't fixed the issue or even responded to my email after me sending what you've requested.",1
exodusmovement.exodus,Shaurya Jain,Lovely wallet,5
exodusmovement.exodus,Marin Krapanić,"So i like this one more then any other wallet available, but minimal value for trading(switching) are to high, its kinda dumb if you have like 50$ in some crypto and you cant do anything with it.... Specially beacuse minimal buy is 30$",4
exodusmovement.exodus,Alejandrio Vasay,Easier to use than Coinbase wallet. I love that it uses pincode instead if password.,5
exodusmovement.exodus,Jan Morris,Easy to use. Fast. Love it,5
exodusmovement.exodus,Ryan Elsley,Easy to use and beautiful.,5
exodusmovement.exodus,Tina Silas,Very fast,5
exodusmovement.exodus,BMBM BMBM (Dr Farouk),Good,5
exodusmovement.exodus,Patrick Sowell,Can't copy my wallet address for any of my trezor wallet addresses anymore. Just shows a black screen when I click the receive arrow,2
exodusmovement.exodus,David Sidon,So far so good.,5
exodusmovement.exodus,P Shiferaw D. Abissew,It is lovely app. I will like very much after I make money with it with confifence.,5
exodusmovement.exodus,Emmanuel Vitalis,Best and easy,5
exodusmovement.exodus,Eng Chi lun,cool app,5
exodusmovement.exodus,Mordekhai Lontoh,Good,4
exodusmovement.exodus,JPS,It works well. Unfortunately they removed the ability to see how your portfolio is performing and only shows you position by position.,4
exodusmovement.exodus,Girard L Jackson Jr,Very excited to do business with you guys thank you so much CEO director YouTube,5
exodusmovement.exodus,Ekoyo Eric,⭐⭐⭐⭐⭐⭐,5
exodusmovement.exodus,Dylan Goldman,Great multi-coin wallet with a lot of built in features and staking options but its five stars because they also have a super responsive and helpful customer support team,5
exodusmovement.exodus,Mcom Com,Fraud and Scammer,1
exodusmovement.exodus,Paul Larry,exodus is real good 😊,3
exodusmovement.exodus,Nadia S,Great! Been using it since 2017 with no issues.,5
exodusmovement.exodus,Ehigiegba Louis,It's cool and perfect,3
exodusmovement.exodus,Crappy Coin,Best simple wallet,5
exodusmovement.exodus,Alexey Kobozev,Great app. Would put 5 starts if it had Ethereum private key import.,4
exodusmovement.exodus,Fun 4 Danish,Good,5
exodusmovement.exodus,Aryan Raj,Totally AWESOME,5
exodusmovement.exodus,J1MI,Calm,5
exodusmovement.exodus,Omid Miri,"I installed almost 10 wallets, only 2 of them could show my balance through recovery words, one of them is this app, and the rest showed my balance zero.",5
exodusmovement.exodus,Traizylynd Eva Ah Hi,Love it just need to add a few custom colours,5
exodusmovement.exodus,Prince Mateen,i love Exodus,5
exodusmovement.exodus,Raymond Musoke,An exceptional wallet,4
exodusmovement.exodus,Heinz Henry,Interesting,5
exodusmovement.exodus,omar alsardia,Using it from Two months and would say that I'm satisfied having a good experience until now 😁 .. Don't know about futures but I Hope that's app owner keep the good experience working 🌹👍🏻🌹,4
exodusmovement.exodus,Popular Mann,Just amazing!,5
exodusmovement.exodus,Naraine McIntosh,Beautoful,4
exodusmovement.exodus,Pa Pavitra,Ltc best wallet,5
exodusmovement.exodus,Ivanov Hanifa,Smooth transactions and great U.I so far,5
exodusmovement.exodus,atef ate,Good,5
exodusmovement.exodus,Osagie Godstime,Very nice app,1
exodusmovement.exodus,Americo Parenti,"It is probably best in class. But I get prompted to rate thus AP. Even after doing it, I get asked to do it. Pretty annoying.",2
